target_date,generated_at_utc,history_through,board_mode,weather_source,batter,game_pk,opposing_pitcher_id,model_rank,batter_name,team,opponent,opposing_pitcher,lineup_slot,venue,park_hr_factor,hr_rating,rating,baseline_rating,matchup_rating,pitcher_vulnerability_rating,pitch_matchup_edge_rating,park_rating,weather_rating,lineup_context_rating,weather_temperature_f,weather_wind_mph,weather_wind_direction_deg,recent_power_rating,barrel_rating,contact_quality_rating,exit_velocity_rating,key_factors,expected_lineup,production_score,ranking_score
2026-09-13,2026-09-13T15:52:43.788078+00:00,2026-09-12,projected_or_reconstructed,forecast_or_neutral,700250,823495,681035,29,Ben Rice,New York Yankees,New York Mets,Christian Scott,1,Yankee Stadium,117.0,9.0,Excellent,7.9,9.4,6.1,9.4,6.3,6.5,10.0,73.4,3.4175405,349.0,6.3,8.7,6.8,8.6,Lineup context + Pitch-type matchup,False,0.7316666666666668,0.7316666666666668
2026-09-13,2026-09-13T15:52:43.788078+00:00,2026-09-12,projected_or_reconstructed,forecast_or_neutral,608369,825033,593958,30,Corey Seager,Texas Rangers,Arizona Diamondbacks,Eduardo Rodriguez,2,Chase Field,213.0,9.0,Excellent,8.7,8.7,4.6,8.7,10.0,4.8,9.0,101.48,5.716613199999999,191.0,8.7,9.0,8.7,9.0,Ballpark + Lineup context,True,0.7313888888888889,0.7313888888888889
2026-09-13,2026-09-13T15:52:43.788078+00:00,2026-09-12,projected_or_reconstructed,forecast_or_neutral,682928,822682,680570,31,CJ Abrams,Washington Nationals,Los Angeles Angels,Grayson Rodriguez,4,Nationals Park,105.0,9.0,Excellent,8.3,8.0,8.6,8.0,5.7,6.5,7.0,83.12,4.0389115,270.0,3.4,6.2,3.0,6.4,Pitcher vulnerability + Hitter skill,False,0.7236111111111111,0.7236111111111111
2026-09-13,2026-09-13T15:52:43.788078+00:00,2026-09-12,projected_or_reconstructed,forecast_or_neutral,673237,822928,642547,32,Yainer Diaz,Houston Astros,Tampa Bay Rays,Freddy Peralta,5,Tropicana Field,107.0,8.9,Excellent,7.9,7.4,8.0,7.4,5.8,5.9,6.0,85.82,5.840887400000001,320.0,3.4,8.4,9.7,8.1,Pitcher vulnerability + Hitter skill,False,0.7194444444444444,0.7194444444444444
2026-09-13,2026-09-13T15:52:43.788078+00:00,2026-09-12,projected_or_reconstructed,forecast_or_neutral,665953,822682,680570,33,Andrés Chaparro,Washington Nationals,Los Angeles Angels,Grayson Rodriguez,3,Nationals Park,105.0,8.9,Excellent,5.0,9.7,8.6,9.7,5.7,6.5,8.0,83.12,4.0389115,270.0,8.3,8.9,9.8,8.8,Pitch-type matchup + Pitcher vulnerability,False,0.7174999999999999,0.7174999999999999
2026-09-13,2026-09-13T15:52:43.788078+00:00,2026-09-12,projected_or_reconstructed,forecast_or_neutral,699302,823734,688107,34,Héctor Rodríguez,Cincinnati Reds,Milwaukee Brewers,Robert Gasser,9,American Family Field,88.0,8.9,Excellent,7.8,9.9,8.3,9.9,5.0,6.1,2.0,69.08,12.1167345,286.0,3.4,6.7,7.0,5.8,Pitch-type matchup + Pitcher vulnerability,False,0.7126388888888889,0.7126388888888889
2026-09-13,2026-09-13T15:52:43.788078+00:00,2026-09-12,projected_or_reconstructed,forecast_or_neutral,695600,824708,801139,35,Carter Jensen,Kansas City Royals,Boston Red Sox,Payton Tolle,1,Fenway Park,92.0,8.8,Excellent,9.2,6.9,5.2,6.9,5.1,6.0,10.0,67.1,8.015685900000001,60.0,8.7,9.6,6.0,9.4,Lineup context + Hitter skill,True,0.7126388888888888,0.7126388888888888
2026-09-13,2026-09-13T15:52:43.788078+00:00,2026-09-12,projected_or_reconstructed,forecast_or_neutral,680869,824952,682243,36,Zack Gelof,Athletics,Seattle Mariners,Bryce Miller,6,Sutter Health Park,100.0,8.8,Excellent,7.1,8.5,9.6,8.5,5.5,6.6,5.0,75.56,8.2642343,319.0,3.4,7.4,4.1,4.0,Pitcher vulnerability + Pitch-type matchup,True,0.7076388888888889,0.7076388888888889
2026-09-13,2026-09-13T15:52:43.788078+00:00,2026-09-12,projected_or_reconstructed,forecast_or_neutral,678246,823008,700241,37,Miguel Vargas,Chicago White Sox,St. Louis Cardinals,Michael McGreevy,3,Busch Stadium,70.0,8.8,Excellent,9.6,7.6,6.8,7.6,4.2,6.6,8.0,82.58,5.840887400000001,302.0,3.4,4.9,3.4,6.4,Hitter skill + Lineup context,False,0.7043055555555554,0.7043055555555554
2026-09-13,2026-09-13T15:52:43.788078+00:00,2026-09-12,projected_or_reconstructed,forecast_or_neutral,691406,822928,669713,38,Junior Caminero,Tampa Bay Rays,Houston Astros,Hayden Wesneski,3,Tropicana Field,107.0,8.7,Excellent,9.0,9.1,3.3,9.1,5.8,5.9,8.0,85.82,5.840887400000001,320.0,8.9,8.9,8.9,9.8,Pitch-type matchup + Hitter skill,False,0.6937499999999999,0.6937499999999999
2026-09-13,2026-09-13T15:52:43.788078+00:00,2026-09-12,projected_or_reconstructed,forecast_or_neutral,686527,824952,682052,39,Dominic Canzone,Seattle Mariners,Athletics,Jacob Lopez,3,Sutter Health Park,100.0,8.7,Excellent,8.8,8.2,5.8,8.2,5.5,6.6,8.0,75.56,8.2642343,319.0,6.3,8.3,4.5,4.7,Hitter skill + Pitch-type matchup,True,0.6908333333333333,0.6908333333333333
2026-09-13,2026-09-13T15:52:43.788078+00:00,2026-09-12,projected_or_reconstructed,forecast_or_neutral,665019,823658,676440,40,Kody Clemens,Minnesota Twins,Cleveland Guardians,Tanner Bibee,3,Target Field,113.0,8.6,Excellent,6.9,6.1,7.4,6.1,6.1,6.0,8.0,68.18,8.326371400000001,278.0,9.1,9.2,9.6,8.8,Recent power + Lineup context,False,0.6906944444444444,0.6906944444444444
2026-09-13,2026-09-13T15:52:43.788078+00:00,2026-09-12,projected_or_reconstructed,forecast_or_neutral,682987,823495,681035,41,Spencer Jones,New York Yankees,New York Mets,Christian Scott,5,Yankee Stadium,117.0,8.6,Excellent,8.0,9.0,6.1,9.0,6.3,6.5,6.0,73.4,3.4175405,349.0,3.4,8.1,5.9,9.0,Pitch-type matchup + Hitter skill,False,0.6894444444444445,0.6894444444444445
2026-09-13,2026-09-13T15:52:43.788078+00:00,2026-09-12,projected_or_reconstructed,forecast_or_neutral,686948,824869,691725,42,Drake Baldwin,Atlanta Braves,Philadelphia Phillies,Andrew Painter,4,Truist Park,100.0,8.6,Excellent,6.9,6.3,9.2,6.3,5.5,6.5,7.0,82.4,4.7224196,301.0,6.0,6.4,5.6,6.3,Pitcher vulnerability + Lineup context,False,0.68625,0.68625
2026-09-13,2026-09-13T15:52:43.788078+00:00,2026-09-12,projected_or_reconstructed,forecast_or_neutral,650490,822928,669713,43,Yandy Díaz,Tampa Bay Rays,Houston Astros,Hayden Wesneski,1,Tropicana Field,107.0,8.5,Strong,9.6,8.9,3.3,8.9,5.8,5.9,10.0,85.82,5.840887400000001,320.0,6.3,6.8,7.7,7.2,Lineup context + Hitter skill,False,0.6861111111111111,0.6861111111111111
2026-09-13,2026-09-13T15:52:43.788078+00:00,2026-09-12,projected_or_reconstructed,forecast_or_neutral,521692,824708,801139,44,Salvador Perez,Kansas City Royals,Boston Red Sox,Payton Tolle,3,Fenway Park,92.0,8.5,Strong,9.2,6.9,5.2,6.9,5.1,6.0,8.0,67.1,8.015685900000001,60.0,3.4,9.0,8.9,8.7,Hitter skill + Lineup context,True,0.686111111111111,0.686111111111111
2026-09-13,2026-09-13T15:52:43.788078+00:00,2026-09-12,projected_or_reconstructed,forecast_or_neutral,656941,824869,656550,45,Kyle Schwarber,Philadelphia Phillies,Atlanta Braves,Grant Holmes,1,Truist Park,100.0,8.5,Strong,8.9,8.8,4.3,8.8,5.5,6.5,10.0,82.4,4.7224196,301.0,6.0,7.9,4.4,8.4,Lineup context + Hitter skill,False,0.685138888888889,0.685138888888889
2026-09-13,2026-09-13T15:52:43.788078+00:00,2026-09-12,projected_or_reconstructed,forecast_or_neutral,641680,824952,682243,46,Jonah Heim,Athletics,Seattle Mariners,Bryce Miller,8,Sutter Health Park,100.0,8.4,Strong,6.0,10.0,9.6,10.0,5.5,6.6,3.0,75.56,8.2642343,319.0,3.4,3.1,5.4,6.2,Pitch-type matchup + Pitcher vulnerability,True,0.6815277777777777,0.6815277777777777
2026-09-13,2026-09-13T15:52:43.788078+00:00,2026-09-12,projected_or_reconstructed,forecast_or_neutral,800050,823658,657746,47,Chase DeLauter,Cleveland Guardians,Minnesota Twins,Joe Ryan,2,Target Field,113.0,8.4,Strong,6.0,6.3,8.9,6.3,6.1,6.0,9.0,68.18,8.326371400000001,278.0,7.1,3.8,9.3,9.2,Lineup context + Pitcher vulnerability,False,0.6808333333333332,0.6808333333333332
2026-09-13,2026-09-13T15:52:43.788078+00:00,2026-09-12,projected_or_reconstructed,forecast_or_neutral,686469,824708,801139,48,Vinnie Pasquantino,Kansas City Royals,Boston Red Sox,Payton Tolle,4,Fenway Park,92.0,8.4,Strong,9.4,5.9,5.2,5.9,5.1,6.0,7.0,67.1,8.015685900000001,60.0,3.4,9.1,9.6,9.2,Hitter skill + Lineup context,True,0.6759722222222222,0.6759722222222222
2026-09-13,2026-09-13T15:52:43.788078+00:00,2026-09-12,projected_or_reconstructed,forecast_or_neutral,663728,824952,682052,49,Cal Raleigh,Seattle Mariners,Athletics,Jacob Lopez,4,Sutter Health Park,100.0,8.3,Strong,7.1,9.2,5.8,9.2,5.5,6.6,7.0,75.56,8.2642343,319.0,3.4,9.8,8.2,9.6,Pitch-type matchup + Hitter skill,True,0.6752777777777776,0.6752777777777776
2026-09-13,2026-09-13T15:52:43.788078+00:00,2026-09-12,projected_or_reconstructed,forecast_or_neutral,670623,822928,642547,50,Isaac Paredes,Houston Astros,Tampa Bay Rays,Freddy Peralta,3,Tropicana Field,107.0,8.3,Strong,7.7,6.7,8.0,6.7,5.8,5.9,8.0,85.82,5.840887400000001,320.0,9.1,2.2,3.1,5.8,Recent power + Pitcher vulnerability,False,0.6730555555555555,0.6730555555555555
